IDs,BIC,params_1,params_2,params_3
559002fefdf99b3f7aada38f,79.2003312877253,0.846574604269766,1.24933426992151,0.000322196601290756
5590a34cfdf99b729d4f69dc,33.8315549622697,0.752249923098497,3.75670187502926,0.00256166478076738
5596a991fdf99b2d1e834690,85.1228763416075,0.508413927014488,1.0683937826737,0.000763004266539944
55a75835fdf99b26395fae40,22.8451614336191,0.995611171143849,5.77153204814286,0.0092644462829739
55b237e6fdf99b19ea79d2f7,16.4947859493096,0.990614748296744,14.9999994248283,0.00753768809231422
55b508f4fdf99b1c26c21c69,31.440039851303,0.552019284294777,3.17995954221677,0.00436132457303488
55c694e3fdf99b6c4f28595f,131.024866759102,0.996723568834599,0.552994758214364,0.000144757028072784
562563ceed6e5a000bc7f386,144.975483191872,0.99519919819756,0.462531180095655,0.000169771463714193
56259489ed6e5a0005c80fde,83.4173137533802,0.736248807359841,1.14835552377487,0.000961171170908507
567dd32b4f0ef30006dbb718,153.731817345301,0.996263677293781,0.412953570127664,0.000158731833064278
568d286ab5a2c2000cb6a91c,43.3718326705432,0.983985531350095,1.76442985896786,0.358286323534041
568d3401b5a2c2000db65f64,139.318998108083,0.995776665994853,0.497415393644345,0.00014593324651591
56d39b96da2aaa000dab6178,32.5758356728162,0.855138259768749,3.13628072741392,0.00491617496181342
56f2a49ced0cf600069131cd,56.0553008407501,0.410988695763509,1.65943132263302,0.00555503425008826
56f59251736c79000c2241f7,76.7808959180567,0.996608323444508,1.28818526974677,0.000124020631957532
570f018053cc8f000f8d4bbb,33.1525053575815,0.729656557710699,3.79146753486262,0.00019775418688493
570fa921f895a7000f38ca6f,173.434627041422,0.99256554828633,0.314819189970516,0.000192827576683847
574eab79c18847000e071119,110.816613144725,0.996382461371808,0.726079452110871,0.000136845203123083
578673a9275be6000135880e,137.579633776572,0.994223547515372,0.511255313158967,0.00334304463584174
57901207c9abeb0001af353e,12.7108689940686,0.854238337887707,6.05813211116399,0.00196175982666952
57a12661913c7100019767b7,26.7081260237734,0.112543637059947,3.88037051354539,0.00112680010943595
57a761c22fc0d400012c9656,12.8817095889616,0.401913740661779,6.0702087129455,0.132691306099953
57c137bf5b8c510001af5981,91.0930143636806,0.987569934678106,0.971599943663886,0.0191504795131627
57d02ffb596f5d0001df741f,33.7875783600993,0.426330952291925,3.68390721053552,0.000314955053334286
57dd7528a0e8ce00015445fd,73.4427582699144,0.984530988042562,1.0797810467837,0.114365647253005
580cab86b869700001d71628,179.433168635114,0.995416431687026,0.28650280175057,0.000210809638486849
5825335ac297cc0001df28b2,14.5933177449775,0.986658245929781,14.9999994481896,0.00768510432121495
58935d5d4d77be0001689f14,133.017409317461,0.995431803443247,0.539582524213112,0.00022601943640286
58a63a64ea3d11000170e1cc,36.590587902264,0.324677220845163,2.23741577686596,0.114108903766415
5907f9e49ae6ed000160dc4b,12.7640972696521,0.553830456577577,6.71471590202918,0.00155065142864239
590f901cdcc7b30001eed302,131.041425305682,0.99672304285717,0.553025684643055,0.000133833041296914
5920b1f62b529b00013f3214,81.655063070558,0.995747817946844,1.16807098644919,0.000161258682327532
592dc86c61bcd8000107c131,12.7074526104312,0.849272267102768,6.19005657026763,0.00176579529312874
595d516e2da9c90001d7d200,12.9592520942904,0.970624724191435,8.08238101273644,0.173307229568857
5971640e7ec240000170cb69,67.3093677989018,0.989725077357688,1.12307287582338,0.0961126237572639
5993b6ef7be18f00018290b5,198.16898164175,0.995232036065681,0.200171865656778,0.000204928123125832
59c843b646f72100019067ce,17.6950421580681,0.345793455781506,6.18002237467475,0.00767981671675934
5a01a0fd728b1b0001ad89f8,212.58464432556,0.994022396331589,0.12606535666733,0.000257653353031265
5a348ea750833c0001ee9550,83.3521600787607,0.739790604870439,1.15287772284725,0.00127592747269048
5a4a94fef7b7bc00014e1462,190.634275983538,0.99557309345509,0.235123600678374,0.000191413498193635
5a61207cc0d8360001078f07,60.6910550437406,0.619770155676269,1.64944390573111,0.000435293982225167
5a8b3fa3b093f80001a80576,30.5284769325834,0.0622951659700463,2.01489821717957,0.00128004255038957
5aeb46c5ed102400010f26cb,113.381165311158,0.796513213563997,0.747942026423848,0.000321466151962465
5b1f185488ee7400012b4b5c,119.455618385123,0.706403914404276,0.699563428296252,0.000781162116220998
5b5a822e1ad8270001c4f28d,135.050800338195,0.9565015738559,0.478220307853763,0.0348652275039429
5b6c312fa1fda800015fe165,126.483082696937,0.996727065425564,0.586706007146746,0.00013660655077961
5b9530390f85f600015705bf,135.27563704609,0.996451750445582,0.523622614395775,0.000161894776815719
5ba345bcf07414000106135e,38.2058896472041,0.137989436938215,2.16674172135874,0.000744057728451675
5bca2688526bab000199550a,131.009103382498,0.996433516807106,0.553123039473211,0.000140104413341175
5bd0d9bf25db7b0001786a5b,39.9164125885916,0.969335943449223,1.59017484413891,0.758542378223384
5be05da9b5be300001e54be5,55.7930388917736,0.998044031452134,2.56513454268071,7.82399633404862e-05
5be8d4af25507300010dd4e4,12.7621086327409,0.559675779515595,6.66107310568786,0.00185415214416469
5bfc4058bab673000163c8af,53.018783626472,0.850402228655204,2.08136913318228,0.000263835524624009
5c0023fb2213be0001c2cdde,81.659207145775,0.99574739868179,1.1680468260364,0.00015802032823443
5c1a7844681a0600018e4d8d,64.8322294178267,0.970626773037049,1.54406816462984,0.00783640588205413
5c2fc98237733700013b646b,27.8920457270479,0.616308217757,3.76456199718894,0.0191214725630043
5c31d5b0b41477000187c5fa,97.7113544184361,0.993302974055285,0.883062932406151,0.00022932395747546
5c62c8c594e3bc0001d66cf8,111.117172257137,0.761607166274626,0.555603429957213,0.330569133091583
5c79bc94d454af00160e2eee,81.7961936021128,0.997045754469146,1.16275189495886,0.000137702837369435
5c8974ef34daa70015e92daf,37.3651065028358,0.633253303129841,3.5426895851723,0.000405857323873904
5c935d881754ba001b25697a,12.7612465154213,0.563307461653868,6.53317123901687,0.00224071572868301
5cb4d453ce95710018cc99e5,223.880811375504,0.972747133620442,0.0408926852401036,0.0008866503694411
5cb62e9293342300017a72a1,192.386834236609,0.995287406818527,0.227129576666938,0.000219012256041656
5cc22481f6ef910019e5120f,15.42866116805,0.982229180731061,14.9999994844093,0.00935821735196129
5cd08e2ff59e0a0013563602,89.422259818354,0.797894278845317,1.05332362303578,0.000394237229259908
5ce6fbd9a76bf00019cfd467,188.735383809866,0.995513902625345,0.243893456214526,0.000223191979351075
5ce7b20479642d00197682ea,29.7624940235892,0.954183448482908,2.91632491683549,0.780551624161983
5d269fedf6dec40019b87a59,131.020376415645,0.996723940651741,0.552997367059027,0.000147857777660131
5d2a5458c0898e001ab08f65,54.0286824800299,0.992638227091131,1.61499837529841,0.0497173463025517
5d49a0b751695e0001a188a8,143.007468019133,0.994324131867705,0.474525215489799,0.000227217747491732
5d697ea28572fc000126b779,105.39498087152,0.989601962403589,0.720626779352113,0.037575804059212
5d7047d764b37b0017ffa710,169.730714288802,0.995572928998162,0.331878467651956,0.000215481656461569
5d9d2e421af9ed0011c31894,79.9933385390383,0.995866711481823,1.18949520746536,0.0021290972699688
5dae16d241fbb6001160ce72,94.332807329196,0.908161689710958,0.953582988284127,0.0142624350270732
5dc9580384b21f67e07ddf67,29.8625553378667,0.266520600766595,2.79898403874177,0.197444559533916
5dd00a19b51b3e103a6f50c8,146.783280523224,0.995899531167942,0.452413948458811,0.000215462749984082
5dd4a7c9c0823f494b158668,104.126166239117,0.991867171596627,0.802530058745807,0.000533020114722252
5dd8c6e24c97928688acd05d,103.130595550776,0.995342736277653,0.809486495707612,0.00679113986177672
5ddc07391e42a9000b2622be,95.6894791246292,0.981758436904949,0.665208430659098,0.170731155822461
5df6818e2b12bd474abc4c9d,135.297114256852,0.9963744612484,0.523784973575603,0.000142534795389065
5e0571b7e297d5fa932cf415,14.7436842806093,0.991463905556187,14.9999998039826,0.0080794696724472
5e172ad9c2642a0345b911b7,198.904805314683,0.994993254561461,0.196589567697117,0.000219035063577094
5e20a27f25a4d03b9ee10bc6,16.0118283966584,0.995764740846675,14.999999983072,0.0103524990409391
5e30cffb5a41120d29d33113,222.651842104957,0.300047830711072,0.0518460522306122,0.00248601655545735
5e37236c64fc52000cce6678,70.8541476445986,0.993788818174548,1.40018191549382,0.00643542718601402
5e38e79295ff561112eae457,86.5108579965372,0.982232441000612,0.778133427375342,0.0888924573353087
5e3c79de24984505f37d3903,146.882120436454,0.996492843303847,0.451569862177666,0.000164297934252372
5e3f778e91be661ca60e3540,55.7058032672097,0.997573052667667,2.58066859403147,8.30935376098994e-05
5e531b2205acdb33c0f5f24c,43.0125096359609,0.591268719124338,2.44944216166234,0.000278559034380133
5e6bdd2a3ea572199bb7f6b6,58.5873977066488,0.712670332438517,1.65107067821466,0.0125629824528025
5e6d915ba20e47358d14e376,49.7929828756551,0.115297315858327,1.08206157585009,0.136546177141034
5e77a65dcce2a2319f9e8849,178.372418754432,0.995979219752794,0.291192177247356,0.000172743578566925
5e8cf14c0bec230b335e060d,42.8972491803211,0.987913672772326,2.10571625144311,0.0425317095678317
5e92a1a4fc57e20f92eef47f,55.6858352198447,0.997575583963419,2.5849592458618,8.94618757577807e-05
5ea63c8ef78a7164acfa7599,14.3967521411746,0.985039944565295,14.999999596115,0.00509655795086801
5eb983034987d1074b5232ce,55.7471665442278,0.998047137683725,2.57196641532495,9.50850539232439e-05
5ec0ba1bfa01894cceaa1b8e,68.6386869383413,0.980228931503131,0.902806946277868,0.451801822197076
5ec12ad1759b78000a4f9965,129.08973503082,0.868558442873563,0.598339970570851,0.000285790120596047
5ec2feeb47c4471339d3b2ce,73.5392513546456,0.993366832793038,1.06485939709013,0.0503852078441781
5ef6c997bddec33cfaed40c7,13.1337490354681,0.691250233657076,9.36811878616875,0.0369574103083055
5ef98087540ce971a8fb4280,220.318803157721,0.991528475539843,0.0739119438145742,0.000375812861211157
5efe4033859ac314b6d79a50,131.028351383693,0.99672479417646,0.553277224259815,0.000142413950018289
5f0d2ad60ad0d6730c380b05,39.645499940792,0.899834037123263,2.99850543372934,0.0197835333289228
5f0e0727cf7d770a4c7330a7,34.0142866353206,0.950184862751688,4.41611823413387,0.00317697936283427
5f0e50c3a8d93519188a7525,91.7191254750691,0.973862731473053,0.72298229831759,0.0587589699489343
5f1b84872171f838a8a3cfa9,14.5136720749347,0.212310066702519,6.59923677859556,0.0357145204791535
5f2c4bf4e4f3080e6a469fcc,12.709609022156,0.852157315171877,6.13854912829519,0.00183305270780174
5f405adcda0ade19c87826bd,37.0553462611579,0.991524728987412,2.20727517704496,0.0448693825893106
5f4d5f9f835880a2aca8b996,98.2684665184023,0.697605332485668,0.922921187326635,0.000956153114312162
