IDs,BIC,params_1,params_2,params_3,params_4
56d39b96da2aaa000dab6178,31.5820444631084,0.160123165574047,1.51377438589502,16.1126201010379,0.0803420269661309
592dc86c61bcd8000107c131,16.6857969373136,0.405154569974735,7.49752556709902,16.0198788011859,0.00168728615074802
5e30cffb5a41120d29d33113,23.587488926964,0.552429724277814,5.57627603499986,17.5287015112546,0.00239518390927801
5e38e79295ff561112eae457,16.6897417550534,0.251404590443208,7.27565487374686,13.2485523792625,0.00274397446386425
5f405adcda0ade19c87826bd,28.6613838676737,0.303557799286363,3.02759810353245,15.0628536769126,0.000730447698251996
5f5128c3aa1c4e30e4506d2c,16.6933281848223,0.250512624627851,7.28115378013996,13.1638253356826,0.00257591164257641
5f5834134283933a1c3b42d0,22.188390069875,0.664987997875739,4.88487799051159,18.2772835968041,0.000649304361374447
5fce766c6304ad09d04a6689,16.7246096277314,0.190407047050984,7.34929548365338,10.2810452562278,0.00320025974400173
6078163f1e585e4f71e3b879,17.058735924792,0.154120440385254,7.00895400438504,14.9390438137706,0.0493627217079413
60838e2e91a6300001f9ac89,20.6647160773605,0.350661990454749,6.49122941205091,15.568593024231,0.00480151491313216
61003a57b29e11c1531ed75f,16.6952805560699,0.406518194724462,7.597440539986,16.0200514132014,0.00158669169537317
6272aedf6abac2a395291522,44.5237040298508,0.515782389064756,1.52413659567927,17.554333982635,0.00126394680810094
6294fce0aa6f8d12e0a7cd1e,16.7276342569875,0.190233335726718,7.37797606494243,10.3184038119093,0.00321604819438302
62a76dfc808c176cecd72dfa,16.6764645977938,0.323021908013627,7.24892471874892,14.8891769917921,0.00217899857209357
636168a962acef1f1f1cc4ce,16.6791869695027,0.40499846695652,7.44140938587821,16.0255952315886,0.0017574899266248
63c34086cb929e7c9b844a67,22.6672777745962,0.610994724754217,4.11119757930443,17.9572505880438,0.000474609864023117
63d1c1b521f75a8a9f14160f,51.0175317624965,0.505832996267759,1.24954559367292,17.5411222927554,0.00153923716817194
