IDs,BIC,params_1,params_2,params_3,params_4
5596a991fdf99b2d1e834690,16.7294766716068,0.374184640803968,6.47960231500399,9.85152717104875,0.00341663174129473
55c694e3fdf99b6c4f28595f,16.7564742864208,0.528250124464514,7.02258834562604,13.5285775830856,0.00231578201280621
570f018053cc8f000f8d4bbb,28.7767153567396,0.450175075513323,2.66811197627353,13.3734036512424,0.00812810443543377
5907f9e49ae6ed000160dc4b,16.7607333325292,0.528898030866013,7.0529552963525,13.525604018238,0.00227511396482833
590f901cdcc7b30001eed302,24.945468353514,0.585118209411451,4.02417718811767,14.7749586571684,0.000923833776981077
5920b1f62b529b00013f3214,33.4921132159344,0.515281181401508,2.59246023721351,13.9209758410729,0.00217698688932769
5a348ea750833c0001ee9550,16.7393180007569,0.527102206862907,6.84953609220049,13.5473960907391,0.00247427957820503
5b5a822e1ad8270001c4f28d,44.7943337705847,0.389867553733791,1.21043195194702,13.9178652747633,0.0206415847721741
5cb4d453ce95710018cc99e5,25.7451824655919,0.681666576117144,3.65304283489996,16.7259641776544,0.0103480440462056
5cc22481f6ef910019e5120f,16.7634176385262,0.529029217206768,7.10654225947593,13.5172476353793,0.00225181069405875
5cd08e2ff59e0a0013563602,45.2961622458006,0.584392425309118,1.43044147588752,15.3145786112246,0.0013837545818776
5ce7b20479642d00197682ea,16.7806600465785,0.280971360742799,6.69986392376179,7.54582144968744,0.0036904736500028
5d49a0b751695e0001a188a8,24.7486676418319,0.725038142587605,3.3310903307649,17.1174848103027,0.00151468831286265
5e172ad9c2642a0345b911b7,52.9120523888708,0.544690522760383,1.11444839792705,15.1667499295774,0.00593548181442617
5e77a65dcce2a2319f9e8849,16.729898779121,0.684261345393993,6.24429652943942,16.4541863959717,0.00183218139530825
5e92a1a4fc57e20f92eef47f,16.7685535145548,0.528265662889262,7.22576253449917,13.4782824919975,0.00220618419732336
5f0d2ad60ad0d6730c380b05,33.7436815321887,0.27361610400193,1.53914892219999,7.77950986672028,0.00279411316079738
5f2c4bf4e4f3080e6a469fcc,16.7354819099979,0.527118201616289,6.80200051662174,13.5644267845845,0.00250950288123543
5f4d5f9f835880a2aca8b996,19.0971907238033,0.38395857372278,6.59644711849629,12.0797369036946,0.00976412394561122
6002dac201332230675852a2,36.5874706050686,0.242890763492586,1.32271343277649,8.63591545533366,0.00397669844361466
6005fd9c8bbd67931607e518,25.346365394481,0.416559313021966,3.64831207872466,10.5983277102492,0.00212756262689514
606a3cf263a18869ac8ee0ed,62.0581267757534,0.435671324400757,0.777321747089129,13.7104673488251,0.00545148257505769
608437f0b139060610c9f0c1,87.5135201317251,0.660385850530263,0.29307951709269,16.7320868143987,0.00168279269042801
608f2aa883599160c8b87a79,41.7556903662254,0.523027226275665,1.69672925240214,14.4801319252664,0.00617097538939278
60ca793758a2501babb08221,16.7270098348452,0.374054669632379,6.47008591645963,9.84549034872659,0.0034311053939279
628409abe8772d1f138b7f14,16.744724169732,0.607045623998208,6.82726233587373,15.1459865963893,0.00202566037175548
629d16db307da2e64ea7b1e7,16.7496560667251,0.528057295547211,6.90783648543288,13.5610226801568,0.00237765976953597
62c2f317234b9ce70f6d3578,21.3439230498862,0.253169601547516,4.06762003253893,6.39461886987367,0.00319290741427647
62e0629e7fbb8a1907dade0e,18.070626662629,0.47453664944618,9.55698506497956,13.852071557008,0.016224108904236
62f8b410d6f862caef45f2ff,16.781670525463,0.279891123213016,6.70968700587982,7.61032428658174,0.00375010580171119
62feda7fd4551fe2fc91be5f,16.7567710827909,0.526999198605457,7.01132949641524,13.4985236052084,0.00231792512233363
631f42113c39c2121e543b18,41.7710330520251,0.28173213862707,1.18882207949889,14.3048514950738,0.029693691511393
6333c1f5756acfabfde457ed,45.0667019159258,0.499310396819297,1.4942266472015,13.863155489378,0.00170264642363873
63480954af4c7db036aa6595,22.5682819873231,0.432384335884139,4.19343477364802,11.1955694804743,0.0019562858180599
63a0d718bbed03d92665039e,38.8763957065839,0.848700995274797,0.838675627532293,18.6030809845246,0.00108130543518046
