IDs,BIC,params_1,params_2,params_3,params_4
5590a34cfdf99b729d4f69dc,25.8444996821916,0.580002975155191,3.54867865511006,11.9406516283526,0.00224970282044017
567dd32b4f0ef30006dbb718,30.635279894712,0.742099880054812,2.00149107630048,16.3058334565983,0.00209827647156976
574eab79c18847000e071119,36.7735395050982,0.693883920792056,1.68835578476978,15.3903927676658,0.00145797230776647
580cab86b869700001d71628,46.0628133704887,0.744575009631942,1.05964560407268,16.6428711714451,0.00272199554229403
5971640e7ec240000170cb69,42.7468581929644,0.409942179511596,1.40864298442776,11.9774446164378,0.00368619825458283
5a8b3fa3b093f80001a80576,28.4350248053145,0.277138453597637,2.04753310983588,6.19825494109787,0.00257927001945043
5b6c312fa1fda800015fe165,23.1255024681151,0.72570926602851,4.01470095719917,15.7005959223111,0.00265845455117362
5be05da9b5be300001e54be5,17.2270102330463,0.678885381504171,5.28782081615501,14.2434959907296,0.00214032386032317
5c1a7844681a0600018e4d8d,32.2256520654259,0.57386960178418,2.57260848185089,13.1772176169538,0.00306405266946292
5c79bc94d454af00160e2eee,22.0647745894709,0.679598541824708,3.99318859827539,14.7202244060278,0.00253243922768605
5c935d881754ba001b25697a,17.1158032378301,0.538446241971621,4.88734985178763,10.4558930435507,0.00263380682036368
5ce6fbd9a76bf00019cfd467,23.8082978651092,0.851058183329586,3.23101138512496,18.0438878468687,0.0078521448958746
5dd00a19b51b3e103a6f50c8,41.0889893899858,0.694776680715534,1.450906359683,15.9350994509309,0.00415497684380567
5e20a27f25a4d03b9ee10bc6,17.1747248221563,0.607943022554333,5.22033311436692,12.2520873416188,0.00240214164645471
5e3c79de24984505f37d3903,21.016239693532,0.753734221455469,3.70828289962833,16.2602629748044,0.00229487898626348
5ea63c8ef78a7164acfa7599,17.2190747109206,0.61255503926144,5.36026261711897,12.2694635762095,0.00231582956370304
5f9a25f467c68d13eaa9cc5c,30.1952340878251,0.480271465309648,2.43895461771254,11.8421540976299,0.00344917301863059
605776c7ffd8cb64476fc73f,23.1330896235567,0.52303951864548,3.39946931188912,9.89433620777028,0.00214412441660232
60c433a4f78e97b5ef1ce71b,17.2361541967478,0.61382102669927,5.39030301577645,12.2366195697122,0.00227905964037725
60d460ee1809d22f5121ead4,19.8147473573153,0.61008120930061,5.38661843238347,13.128500765725,0.00378664998722781
62839ba4a4ace124f3a3889c,41.1245881347759,0.567189656012687,1.80082980139226,13.46463179934,0.00291717324508478
62cba72839d35cbf953cdd6f,17.1472319626115,0.456040263528161,4.86619747035906,8.45668797855125,0.00273352378904651
62e15dfab54f025985de6b5c,39.8272855793563,0.553708281613378,1.7575703816041,12.4792056062466,0.00191150936514739
630d42ab004b0f34fcf4b52e,51.8826560045,0.690936225058278,0.969616318771694,15.7555477720318,0.00176457112830751
631852710b123742dcc28cb8,52.1132473050261,0.449074529323427,1.08641784157764,12.3229218829221,0.00295503238412928
