IDs,BIC,params_1,params_2
559002fefdf99b3f7aada38f,40.5364539031305,0.908946055345709,0.990496687409574
55a75835fdf99b26395fae40,21.2004962438725,0.80270718885796,2.25914503940985
55b237e6fdf99b19ea79d2f7,8.93489467400218,0.815400836702096,4.36412356712228
55b508f4fdf99b1c26c21c69,22.3582970145386,0.494207042213606,1.96067399289016
568d286ab5a2c2000cb6a91c,9.20454985271375,0.339417620608979,4.72625860035019
56f2a49ced0cf600069131cd,21.8913548926924,0.367028549042316,1.98406937986287
56f59251736c79000c2241f7,42.3762745403591,0.985238366971174,0.900178472893852
57a761c22fc0d400012c9656,9.33585069781972,0.178557221800304,4.84043712593129
57c137bf5b8c510001af5981,42.53097548406,0.737025227236741,0.939343331715303
57d02ffb596f5d0001df741f,16.3404905420475,0.460576354331845,2.93772168425528
57dd7528a0e8ce00015445fd,22.3582960019185,0.494206938476214,1.96067515110008
5825335ac297cc0001df28b2,8.93491280953468,0.815402075320124,4.36409810029465
58a63a64ea3d11000170e1cc,18.3668689150545,0.168952920854401,2.20193391163764
59c843b646f72100019067ce,14.2532061217768,0.303299112704776,3.38565856204896
5a01a0fd728b1b0001ad89f8,89.3451784597798,0.976953168490174,0.158031540389419
5aeb46c5ed102400010f26cb,45.1005447843014,0.839030360580871,0.853585582774919
5bfc4058bab673000163c8af,35.3170783746056,0.885005796464172,1.2259135972116
5c31d5b0b41477000187c5fa,38.2371589174501,0.979806062348127,1.06147271251722
5cb62e9293342300017a72a1,80.3791182444446,0.979017835411599,0.255705383446278
5d2a5458c0898e001ab08f65,30.3589274675735,0.586129170326448,1.41421052340713
5dd4a7c9c0823f494b158668,50.6485983228982,0.831418725277005,0.713369331280105
5ddc07391e42a9000b2622be,40.8519489363327,0.499903752021222,0.959449350765751
5df6818e2b12bd474abc4c9d,60.4311713390963,0.984587725149818,0.499089761655089
5e531b2205acdb33c0f5f24c,27.0813108014909,0.659268182306127,1.67656681945578
5e6bdd2a3ea572199bb7f6b6,23.1043044334312,0.562863267453136,1.92812226842293
5ef98087540ce971a8fb4280,91.8721622287774,0.973186790641451,0.12815952293423
5efe4033859ac314b6d79a50,56.3357022517482,0.985913136625734,0.565246114479001
5f0e0727cf7d770a4c7330a7,15.4727186414946,0.86332249330684,3.21575991058085
5f595581b4984119febb85d0,45.7420707517387,0.983920918425486,0.797745602059983
5f756ef133882a1e509e8573,8.93491262953072,0.815402685134888,4.36409909844994
5f9b15889c51902ece84d3e7,51.3799221835355,0.980056187334826,0.662032153082098
5fbbe3a696d6300008af539d,56.3356088149659,0.985914243962012,0.565244643934678
5fee99daeae54318b087e9b5,71.4553624845496,0.976928247966448,0.355003078727396
5feff5d30ad48b39d17b9c25,22.8372362223512,0.157187023416151,1.54776461677699
60451e0f0d94f161286383d9,64.0207283114928,0.982473556591845,0.447812207855257
608349d97d46ab71fc6c7111,56.3356880704129,0.985913294940065,0.565245617094763
60a7d7b70d3cf8f48a8a490d,70.9834312826685,0.704865638183784,0.391794266026479
60ceeec3a0bed4a1e603b8d7,56.3356937660801,0.985913227545978,0.565245709720104
60dc0185764ae8cd7fd829b7,78.5171231547207,0.98211189484532,0.275342212600921
60de50896b0ce86b84a2ee24,8.93491270004871,0.815402026368437,4.36409820435087
60dfdb8bbef17b6739d12215,32.8834906552945,0.548223311867856,1.27076774924415
60e5bebceb89fc96b4414bcb,8.93495188348938,0.815403600626065,4.36404186489175
60fe3a34f7f4d5e48ad56af2,56.3125140315951,0.985182581949802,0.565835478372529
6110a7395e243363389c857d,16.3938141022904,0.228877275853511,2.98888910002152
611323bebc984e2d39dc8958,28.4005856535982,0.793925776953313,1.62778137193589
614c1267826bcb89bd92e726,28.4005864759876,0.793926020888527,1.6277801596203
61fa94015719bc09cb834e2e,56.3357018699456,0.985913133747375,0.565245900293036
62728f0c68b9ecf571a2dbd4,21.200495919018,0.80270715463058,2.25914548639728
6272b9dfc470a51d5fa0e6ea,27.081311527581,0.659267979495306,1.67656437937758
6296849bbd45e6accf130f07,26.6007198892187,0.988672317575406,2.0017877155429
6297d4ad03a1830f21d22cb1,25.0252025600387,0.955307029044928,2.23132599277778
62c3021ebe7b00c7eb3fad22,30.0233018906316,0.892923504884805,1.55997869572048
62d133496cf7f774b8bf98a0,54.0118530119942,0.98512932666156,0.607707304822953
62daa52d86e66e5feaf3bc15,34.5744620559118,0.0712148163137017,0.762151431628155
6307bee7b345c1bf0fb2f362,21.8913569195594,0.367028317924693,1.98406424181781
6335f7d7dad0ae03e9a2509a,37.95706866182,0.779616691844722,1.10420356298073
6341b7b2e340e467cab1363b,21.7766335850246,0.306914831111965,1.99069675580619
63ae31ff5c725a41082afc56,82.5622642029933,0.831443406341098,0.245145734926888
63d15717bf9f5277f27bbe5e,60.3843731148166,0.98290338071042,0.5001808367893
